5000 3598
1489 416 74
4879 615 19
825 1910 100
1244 3140 43
4731 3572 9
3500 2609 29
4290 2649 88
2907 577 77
1070 2615 24
1323 1111 40
2751 2537 20
3640 2386 93
798 676 32
3036 1911 2
3958 4485 4
1050 2097 92
2594 2278 48
1012 1226 70
769 247 55
425 55 4
3781 1951 72
3886 3400 98
603 3683 10
2252 3296 62
3497 3163 21
873 2885 25
3264 578 14
3721 215 54
561 3290 15
1736 2400 64
4449 3437 72
3181 1398 35
300 4912 84
4983 2850 46
1114 3745 5
2462 127 62
4627 2879 46
2288 4821 60
970 2284 9
891 2291 20
2472 4930 31
313 2930 13
1956 348 54
1821 2054 79
1263 1969 34
2861 4968 63
2748 4194 8
4728 1619 72
4026 3802 93
4117 4247 42
3646 1182 2
1758 2561 23
2754 2703 34
40 3621 39
1980 1311 78
343 1620 60
1648 202 88
4479 2837 87
3688 3692 77
4102 3795 28
2152 2724 64
3840 653 57
4761 2222 18
425 3959 81
3753 3904 81
4723 2414 57
1813 2606 51
345 2491 56
4457 4716 82
3504 3176 25
2255 1800 91
4931 3395 46
4441 1461 95
691 4490 55
3749 4867 55
1994 1575 25
1107 3831 6
1144 2100 75
4380 1033 74
4898 3288 35
4491 1775 98
1917 2780 41
843 4876 76
4023 861 81
4545 3756 99
970 1531 61
3971 2287 75
3403 1001 58
561 3365 75
919 3251 29
3498 3218 26
3728 1325 65
3869 1223 43
1821 2894 63
2064 3725 23
1608 3286 37
531 3541 45
4627 3208 19
1575 4175 98
3399 3089 81
2145 2197 8
4819 3687 60
3539 3907 4
2347 3221 6
3266 3201 24
3261 2600 36
1550 336 43
3277 2507 60
1199 3035 95
3419 4574 38
2335 705 15
4686 455 85
2993 3220 87
3785 4360 83
297 766 36
2384 3856 91
117 362 55
2614 4994 5
61 2820 68
1203 274 79
4959 602 33
2088 4364 48
439 3103 79
1699 2308 62
1656 4572 58
111 2997 60
4059 3896 71
560 4575 16
4093 4900 22
1704 2028 34
3870 1445 13
4567 3156 43
4294 1009 18
1797 2204 46
2879 1170 58
2337 3551 24
3091 1755 98
2921 889 22
4808 1393 3
1176 4668 9
72 4412 2
2584 4080 66
3271 2647 28
4480 1106 36
1843 2003 24
285 2613 83
705 2682 92
236 4649 65
3541 328 2
655 3351 79
960 4073 81
1014 1413 75
2724 4643 10
4456 2972 61
260 3114 19
840 3065 73
790 3906 89
1112 2135 77
1654 2129 28
1522 3068 81
873 3654 61
1532 1784 82
3526 1195 20
3415 4540 96
1046 4489 2
4897 1768 95
2289 2662 16
1195 2149 73
3548 2550 71
4227 3655 54
2092 2651 48
3806 635 40
335 1397 61
704 3014 61
873 1209 58
4897 1517 8
3849 4238 17
4799 1430 16
2655 775 47
2077 2849 32
3721 4391 38
1918 1869 63
4882 4645 46
627 4454 65
4468 1610 20
1129 3731 12
2440 1048 51
3187 4281 67
1760 4512 30
1695 3217 16
1758 1971 33
443 1275 4
2629 3981 43
1197 4353 64
1129 2886 94
2086 2464 21
3494 402 69
2618 3322 90
2299 3903 3
1703 2117 48
1728 4060 8
1110 3398 27
700 3128 76
189 648 11
55 3801 88
1 182 63
4033 1315 59
3579 3804 1
4104 1645 33
2500 3190 37
2667 303 70
2615 3762 33
814 4068 20
2973 4611 70
4722 4652 90
315 3057 37
1661 442 15
79 2630 18
4938 2246 18
738 4000 96
2675 2334 13
4808 3575 5
4576 527 34
130 584 49
3651 2525 33
1790 3257 53
4020 4483 30
213 2711 86
2205 478 79
2879 4984 58
1195 3790 18
1394 2124 72
3150 4229 94
3678 4791 17
4943 134 83
3295 1142 43
969 2144 15
416 4285 90
3156 883 39
2572 4822 70
4652 3366 29
3471 4641 93
1886 4099 42
416 1310 54
3088 69 96
1812 3225 72
119 2431 46
1325 532 24
170 261 21
2236 2984 83
2273 2140 83
3300 2828 84
4229 743 53
4692 3792 52
4041 626 47
2699 874 27
563 895 68
1786 1498 17
1498 2063 33
2630 4133 43
1135 205 16
356 3118 68
2019 29 3
168 3938 53
4067 3948 7
2606 3771 65
465 3939 58
3758 4466 23
4844 964 62
2652 1905 59
4104 4536 53
2029 1057 64
1192 3034 39
2677 1145 17
12 1298 22
2667 4987 50
1723 1811 19
2908 4372 52
2798 2180 91
1849 1161 61
1911 3046 87
335 4803 28
2540 2039 43
297 1541 78
3218 3459 93
2060 4806 63
1840 37 81
2029 2548 3
2666 1553 4
2894 3246 75
4690 4608 100
3673 4755 28
4459 3783 64
2438 2876 17
4911 1657 54
1869 1339 37
4360 4269 56
1493 4358 58
3598 3297 56
553 4383 13
1546 1698 87
3783 520 87
974 4550 21
4287 2939 92
3815 228 14
2621 4707 77
2220 1676 94
3608 617 70
945 3298 52
3028 1740 78
4931 4415 11
2279 2515 75
1764 915 13
4454 1078 93
14 4801 17
2994 2369 92
3222 4473 45
4390 2172 21
2828 230 18
3619 1597 71
3646 145 45
3781 2196 51
4673 2293 28
3415 4123 92
896 944 74
2976 1324 92
132 3774 21
3193 2773 58
3893 1985 51
4278 835 44
1058 4312 17
12 1451 100
1690 1588 84
3045 1306 15
2945 332 92
1531 2371 28
1786 1178 62
1398 449 57
2110 2806 25
2703 262 24
2378 640 40
4239 3458 34
1231 3204 9
760 3921 88
1409 2588 44
2172 1249 36
4241 3642 22
4795 1929 79
2913 2620 36
413 1860 90
1840 2419 37
369 1414 62
4831 989 70
2882 3880 33
2220 3430 90
2662 4828 45
1814 3180 15
1938 352 99
2669 1218 36
593 1281 86
3253 856 67
2370 1863 32
3616 1148 91
874 4315 7
3122 4561 55
986 1785 84
835 379 51
3411 1116 68
2003 4504 97
2051 3388 27
1058 4377 55
4551 2671 90
1883 4465 83
938 2276 94
2572 762 40
352 4998 64
3382 2101 10
267 2877 72
3448 3484 20
1755 2483 44
4897 1922 7
4031 2501 26
1038 4476 13
916 1504 81
3868 3564 40
4826 2855 7
2606 1260 17
2872 331 52
4541 2909 50
3313 4945 56
343 4972 22
3843 3878 22
587 3606 10
2755 3312 100
1465 3142 43
2096 98 86
1312 878 98
2881 4105 9
1744 906 93
4082 2718 47
4001 2166 48
4094 3902 17
1014 838 84
666 4778 79
2000 219 34
2871 2942 30
4124 4153 93
2361 4098 43
2586 207 15
1546 4397 28
3539 3377 73
1504 903 67
4173 2268 18
1831 3423 83
4031 4546 32
1942 415 19
4196 4453 9
2723 4520 21
258 4035 70
3804 2635 77
3991 1419 52
3558 4052 21
3544 1748 28
2870 1436 50
467 1379 16
4944 2056 8
3785 4521 62
1288 4334 96
3379 772 24
3476 658 40
3761 3136 7
1056 3876 44
443 3027 76
2798 3248 57
4877 4748 21
2076 904 6
3760 492 69
207 397 3
4827 152 80
3471 3153 71
368 3712 71
1480 4202 28
3797 2749 39
3057 4481 55
993 3707 72
3937 4266 35
2711 4636 98
3022 4057 68
4054 1986 48
3323 2036 6
2667 3643 100
2252 901 23
1696 575 14
3541 3620 80
4307 454 74
4517 723 17
744 30 90
4125 866 13
1690 4542 58
4240 238 48
821 1272 95
70 2426 13
1204 656 11
2990 1152 57
295 4062 60
4695 1801 100
1645 4289 81
4441 4177 37
4483 1024 6
1984 2919 29
4468 3956 91
4641 1663 21
658 407 65
4728 1953 88
443 717 63
704 4957 67
2061 4091 58
2086 80 20
1392 4946 4
287 3873 84
3709 4532 70
4204 4719 70
4539 2435 82
1081 4612 46
1480 1982 67
2335 1892 95
2064 3380 68
4211 3916 87
966 4055 95
2401 2875 60
1342 1047 90
1625 3249 21
357 3258 85
3997 4909 26
3049 1021 66
4592 2948 91
2671 3681 59
3395 2826 70
1250 2 1
1496 3062 7
3802 3184 42
1896 3664 35
68 7 9
4389 1422 22
3210 1469 8
1852 857 76
3908 2937 84
2955 3039 38
4320 3464 96
1015 3145 52
3773 2415 39
3520 93 6
951 4691 15
4801 634 41
1655 3229 78
1178 2271 84
4184 2607 55
3795 4642 47
26 4470 11
1891 1246 40
1968 2547 95
4201 2965 69
2819 4234 96
3859 1551 87
1439 2123 94
3991 1417 87
4308 1771 29
300 4447 64
4354 4948 37
878 3391 40
2258 2745 9
2637 1714 91
611 2989 12
1033 816 17
2135 4300 24
3190 4150 49
1553 4373 32
4408 3005 85
134 3328 58
2834 1294 58
1900 2153 28
2919 2742 48
1597 1686 67
4455 2812 28
1086 2566 77
2897 1815 87
54 1564 77
4302 203 50
3772 1643 71
3413 1119 11
1914 2012 29
2850 4939 82
3887 2456 38
4711 2602 36
2544 366 37
3902 2716 32
1748 4435 10
432 4762 45
4020 3146 78
1341 2215 38
4332 4252 81
1031 2336 77
1263 2423 29
3371 1591 83
821 3864 35
1693 3884 15
4148 2567 50
206 774 72
401 651 95
3871 109 2
4970 2439 6
2435 4848 29
3468 2187 23
1624 364 92
1058 2582 4
3345 748 44
1703 1961 4
2278 787 68
1742 2867 15
4860 4955 29
4546 1997 40
4112 566 94
3032 1063 80
558 101 25
4757 2274 40
557 3542 9
3399 2524 54
3636 955 87
1620 4424 89
3951 2563 48
3851 4495 39
338 4130 97
2072 457 56
1175 761 4
3684 3628 37
3056 3845 46
2634 1149 86
2346 334 41
127 1483 14
3589 1940 87
3636 2910 58
4421 1408 36
2027 4442 58
3696 2216 69
4027 118 8
718 346 90
3276 242 79
1227 2214 55
2684 4157 6
615 278 87
1548 3746 1
2261 4874 34
1264 815 41
3608 3950 29
4820 1353 20
2822 4255 37
3241 3877 9
4193 2173 31
61 927 9
626 3676 72
2516 1346 80
1528 86 66
1549 1308 27
1379 4667 54
1831 3169 83
3651 559 19
4044 1995 36
627 1010 9
2942 2428 20
4375 4081 54
1574 3976 11
2498 95 55
4125 542 87
2251 3865 44
1708 802 29
2062 4219 44
2143 3143 14
3866 4137 94
4394 1444 76
2737 2628 94
1609 4448 100
4633 3700 19
3526 3521 50
710 1072 53
3633 812 2
1875 764 29
991 2234 51
4729 426 28
1218 1833 82
1734 2531 30
2317 2645 46
595 53 50
2210 2731 8
471 1507 80
4053 113 53
339 1054 17
3628 1336 98
2409 2377 70
2830 272 27
4806 314 7
182 1053 94
4118 3722 61
3730 3776 18
1742 3765 50
2262 2896 11
854 3577 9
595 1290 54
849 431 80
742 1138 47
2688 3087 50
1648 1132 24
626 23 28
204 2510 34
1833 153 63
1755 4343 60
3731 2002 97
1883 4207 36
1195 1486 97
1860 3973 27
1511 4505 11
2927 3506 99
688 3823 45
2174 2509 55
2630 2046 69
3643 1074 57
4591 1476 68
2667 4839 99
2309 398 25
648 4146 6
2498 2513 70
4757 4366 12
4953 2661 54
2191 211 80
3369 4362 18
4 2387 49
1939 4901 5
3921 732 42
3844 3358 72
2755 3216 43
4695 1287 22
3438 4405 94
4575 4554 37
1656 3523 87
623 3452 32
1086 3104 73
4591 2013 74
1535 632 14
2725 374 3
4924 2042 79
1482 2914 26
3223 781 21
733 1332 94
2456 1466 35
65 1877 17
2615 3304 38
4823 2452 44
4092 3936 8
2620 1490 45
3217 110 24
416 2319 3
3508 162 80
2222 692 9
1244 2167 20
3618 4402 23
4798 4003 98
3266 2461 13
1033 1894 55
4124 4812 69
594 3447 29
1871 4138 90
21 3671 59
1116 4019 25
4443 3157 41
4196 3373 2
2654 106 46
1286 2305 97
3892 1262 19
3407 2004 51
3368 4881 23
4611 1034 56
1730 3269 11
4030 2320 26
460 1375 97
4828 4772 13
1352 848 30
3022 2949 85
1663 74 35
4732 380 32
595 4482 56
1313 521 28
2061 1420 24
1686 1837 2
3757 4385 18
3132 3378 39
903 3928 78
2466 4337 74
4575 2519 29
3537 2968 27
1239 4371 79
4123 1127 99
553 721 8
3322 1133 52
506 2441 92
2939 2109 16
314 2366 21
1537 4847 70
4729 2359 53
2435 4282 48
4545 2454 29
4461 1970 5
4188 853 72
821 1235 47
4482 608 17
332 388 86
4051 375 2
351 3058 16
3413 149 45
1675 1669 31
4573 4529 19
1089 1139 51
4669 2805 77
4029 2545 37
4905 759 84
2973 38 77
4910 2374 35
1240 3685 57
4998 36 68
2830 544 63
636 1269 79
2043 1334 17
1486 1866 66
4231 3440 10
3372 711 44
4927 1278 1
2849 1095 36
2324 3767 98
1645 2854 9
4389 2094 64
175 2338 22
1942 4395 3
3423 2650 93
3785 3412 26
3145 3090 81
510 858 27
2524 2038 41
4030 4975 86
1530 4384 63
2856 1988 93
1981 1558 17
125 4790 29
531 4291 95
655 3367 29
3831 4043 7
3210 137 28
3730 4015 80
957 670 6
852 190 3
298 265 30
4795 4245 71
1025 2868 3
3996 3573 17
210 2746 18
1199 4675 93
2138 3625 1
4027 2784 24
2384 1261 11
431 3836 13
3567 4471 26
295 1200 76
4663 1403 3
2784 2768 99
3490 4950 16
4990 967 63
2767 3274 95
3437 1055 98
4149 930 6
1813 4737 29
2820 4368 59
2674 1876 67
1409 789 18
4397 4404 4
2631 4624 30
878 3331 78
2870 3723 29
456 667 36
1551 1741 99
676 3820 22
1063 795 13
3880 925 98
1763 4039 15
3159 950 35
4180 2978 41
618 133 81
2881 1205 55
1499 4978 62
861 3383 96
4763 2906 29
1888 4399 46
2021 3424 31
4705 3374 96
4521 4702 41
2100 528 67
4212 284 5
2482 4578 94
241 4619 57
1905 185 41
1263 4775 21
4707 2024 2
3391 604 87
622 327 42
29 1121 46
4946 3827 25
4477 59 96
3345 259 54
3304 2254 63
997 2569 74
1047 1232 91
366 3546 28
3928 4156 7
4737 4048 4
1362 2311 34
2909 3703 31
3412 689 59
4979 2164 7
2115 4049 39
3181 3974 17
2213 3629 5
1280 3053 33
839 4638 62
4364 1102 62
156 819 32
346 3588 98
4367 1515 73
1954 2323 66
1678 27 2
1214 4182 73
111 3881 2
111 580 77
4847 2363 24
3051 982 20
74 3718 66
991 4413 12
56 568 45
2019 2680 29
3490 2014 64
3345 3326 38
2664 4886 16
986 2963 63
1790 3134 72
3128 2159 26
792 3474 31
2162 50 28
4569 811 57
655 1395 99
1112 3338 30
4155 2457 50
4828 3935 98
938 4195 32
4257 307 56
2600 1607 45
4790 2625 13
3923 3111 57
3458 799 12
2610 15 43
2620 4036 60
2325 3427 92
3701 3736 84
1220 2352 75
4812 2901 43
3263 2339 78
4489 4242 82
3351 3196 34
2862 3454 39
4377 2330 61
2348 105 77
643 271 90
692 690 71
1554 706 60
4644 2977 58
1914 1448 37
400 462 42
77 2758 32
2423 2245 78
2834 1830 20
1305 3315 71
1505 3578 60
2969 817 66
4098 3141 19
2968 746 50
1800 94 73
3539 64 42
4576 1681 38
723 2681 7
4821 4654 17
2755 273 26
2498 556 28
1353 4696 70
2691 1345 22
1786 3401 17
2977 573 64
338 1485 86
356 3293 57
1738 4794 86
1207 504 49
1971 2622 99
3683 1991 26
2671 4694 31
2826 3744 19
2662 2188 45
847 3392 23
1043 4434 45
4496 2534 57
2872 2932 56
4704 3872 57
2076 448 60
4927 1434 87
976 4631 18
2768 3507 30
3152 4679 93
2603 4870 28
1231 2915 81
4223 4903 46
4045 349 82
568 803 19
2805 2448 7
891 4635 93
2600 3265 11
1332 3324 12
700 2679 34
2018 2736 23
580 4208 14
441 1671 39
4212 886 72
4574 3467 74
883 3576 41
1116 4640 52
1618 1049 36
1400 360 77
3577 1450 8
1707 1718 52
2363 1016 21
888 4426 45
2884 3674 31
2705 1273 84
3378 4841 80
2885 3007 77
1106 3096 8
84 606 23
4133 1008 4
4879 1521 88
439 317 56
2147 4333 43
1320 536 5
2 1096 41
2064 3583 4
3806 907 29
4036 576 24
1619 4513 16
1955 2193 93
1269 2995 44
4916 3812 14
4036 2169 69
3420 4601 66
4813 3067 6
559 3943 39
3673 600 55
2914 3556 6
3056 2158 1
1200 2227 11
741 2847 16
4031 3525 18
802 4407 87
1876 4100 4
443 3234 70
4681 433 93
4662 1923 52
849 2141 38
2986 613 72
3145 1627 95
1800 3463 13
2601 751 65
2135 1389 33
3673 255 70
1074 591 5
3322 1805 52
4600 3648 37
2631 902 32
2293 2640 82
4869 3594 12
40 4122 24
1658 4313 65
2239 3726 78
3248 4653 38
4789 4765 61
2339 3666 81
1530 2357 27
4032 877 25
1535 1005 97
1910 2412 41
181 2720 97
2374 981 40
214 1599 1
2254 4615 60
398 4811 26
2025 1666 24
4455 4672 27
4415 4226 66
2519 890 99
3169 4750 3
1813 2796 8
2720 4292 37
189 4046 18
1445 3031 70
1815 2762 21
4692 1927 48
520 2146 2
155 4559 64
3258 3174 78
4030 2760 17
369 850 2
3979 3242 30
3169 940 61
1356 486 86
2043 3639 37
2413 4359 3
813 4409 42
4368 180 43
2749 1140 83
1644 1533 46
379 4017 31
595 1915 93
1353 4738 40
3709 3283 22
4074 1126 59
415 2331 42
4906 4126 34
2138 2006 90
704 4423 74
3576 3262 66
3429 1613 5
3781 4899 65
4679 4158 54
3220 3635 46
4687 1319 5
4901 3078 23
1466 4083 8
1150 2069 36
3120 1115 98
4466 3715 13
2221 1333 47
3640 136 75
4509 867 96
834 4103 24
881 3960 81
3380 4792 38
2204 720 10
4117 4817 59
914 3320 56
1458 3291 71
4793 3834 2
1261 3786 74
425 2165 85
219 2381 25
50 4726 26
3654 2102 52
1694 2574 73
1675 1344 32
1738 1141 52
3976 3963 77
3712 836 75
2660 387 2
3697 730 37
206 2840 35
2697 4494 24
4886 2312 3
4536 1421 1
1417 1881 96
3579 2678 5
2647 4111 96
4979 232 67
4227 1792 36
4202 4661 49
2348 1479 5
945 1059 32
3438 103 11
1833 2555 13
4415 3853 10
2369 2587 62
3868 4322 44
3880 4665 58
1110 3384 69
2158 1151 27
4476 3607 17
478 3129 54
3537 4392 84
4983 1577 92
2939 2310 73
3134 2433 6
269 1388 38
4376 3547 42
690 1481 40
2817 585 3
4449 3533 9
331 1713 24
3015 2055 18
2440 3309 15
2657 3656 96
4742 2916 17
3481 2570 22
3502 1159 15
1875 1396 69
1214 2073 80
3190 4786 23
2953 411 9
4601 695 50
474 2715 5
3495 391 56
2099 3784 78
521 3211 61
2370 2795 31
3921 394 39
3781 2775 36
1400 1576 51
3298 3561 46
4574 726 17
1132 2089 80
1062 1330 23
1104 4009 37
3049 3450 76
1509 1793 89
2771 2422 80
689 2130 53
3849 2151 90
2798 428 65
3792 4040 84
2374 3978 66
3373 2838 37
1887 1251 26
3997 4021 67
4626 166 84
4932 3863 31
1293 776 42
1308 612 99
2850 590 55
3794 99 81
3120 4548 94
1088 4769 2
2222 1903 93
3761 4451 64
514 316 33
3347 1677 82
3269 2605 29
3413 4508 98
741 2294 15
902 1761 93
3442 1749 4
3781 4115 75
1537 2789 4
1485 1629 73
397 286 55
4889 1327 47
2151 381 100
3067 4942 60
3720 4206 26
506 1767 63
4728 4189 77
1175 4120 74
2394 1372 44
4655 4843 83
3298 3680 29
1157 4976 13
2795 2416 75
1144 4866 34
1821 1221 64
2457 4584 40
3265 4549 33
2594 493 5
4957 4855 46
1313 1807 19
4301 1828 15
3268 1635 81
2586 3855 87
4431 2911 57
4362 3817 63
3455 3555 89
4053 2790 74
892 323 19
3696 179 26
4900 3126 6
1384 4818 97
1604 2824 16
2614 4648 45
3923 466 85
3880 2821 51
1896 1709 6
2896 4260 38
3785 3421 22
101 2853 4
1574 1177 87
1179 1651 5
4348 745 52
3963 1211 37
4134 1163 10
1198 3764 96
1307 73 98
3012 100 11
3307 716 32
4789 2270 10
760 1060 1
1676 3732 12
1223 4161 35
3181 1560 56
1052 827 38
534 956 6
3007 4050 30
3676 2200 37
596 488 65
4727 2195 35
2591 2368 23
2227 2189 52
3045 4603 10
2452 3571 94
1647 1646 61
3204 4928 47
2762 350 99
458 2818 63
1313 2693 6
2120 4436 3
4173 1717 27
3067 4894 31
2882 4352 62
2861 2392 69
4931 4538 22
1293 3966 75
1824 1447 93
4920 464 70
904 58 78
1170 4486 53
4318 1098 16
3315 4225 40
4732 3305 41
72 778 62
1078 2446 26
1512 367 72
4629 4610 19
346 3552 13
4830 1068 17
1591 1035 9
3928 1125 3
4644 3119 85
2292 270 53
3419 2398 67
2409 3934 7
4205 194 70
4608 2281 32
2254 2999 58
3263 3814 5
847 1631 30
1281 3830 17
2784 768 50
4728 4303 49
2776 1935 20
1953 4904 72
1821 4089 65
2870 4614 84
2964 3898 12
1923 4317 69
1633 4070 44
4072 4628 61
3484 1975 17
93 529 30
843 747 93
4508 3739 34
1325 2858 72
4308 1901 84
3434 1506 89
2348 699 45
4173 3968 12
2916 2988 21
547 1770 99
1129 2190 39
3165 3809 39
4481 2238 59
4799 2260 53
3484 3603 93
608 44 58
1394 1889 7
3242 2376 31
1745 2958 25
2716 3185 61
969 2111 25
3316 694 2
2278 1449 83
3080 2728 81
1282 791 14
646 3317 27
2637 193 19
1260 1300 20
4983 4802 49
3579 4338 94
1077 4907 52
3229 4613 70
2147 2835 37
3774 4388 18
4758 2178 36
4869 1820 99
1515 3972 50
4177 3816 76
4049 2979 83
4802 3965 98
3015 2139 28
3488 4198 99
2550 1563 30
4408 4752 10
4122 3280 96
4279 4276 9
156 3445 4
2014 2349 88
1849 4190 96
55 4724 79
3220 253 95
1953 682 12
839 780 82
2880 3599 15
1745 1349 94
4092 3857 63
3191 1791 42
336 1836 55
726 3595 77
1060 980 28
4944 4940 90
3785 325 49
4380 2185 72
3956 3509 97
4945 1044 43
1605 1798 85
3908 3177 94
3832 2049 34
3317 90 95
4150 4132 65
254 3350 89
888 1328 84
1604 786 91
1708 2259 44
514 3933 14
7 948 68
4542 1937 40
2188 2632 92
4855 3516 1
2287 887 2
4251 2194 24
692 1366 65
79 4800 21
3773 3106 10
247 3565 30
1512 832 20
3778 1592 4
2276 4674 1
3358 707 27
3999 4357 62
1698 1733 60
2606 212 3
852 607 51
2483 3919 80
766 2037 9
4021 1318 90
1760 1189 69
3346 361 15
4206 4349 95
4201 2974 22
23 810 17
714 386 28
833 3435 60
191 4167 64
441 3149 78
482 4952 92
1361 1579 12
3676 1470 32
72 4284 46
4408 277 9
150 4651 9
2176 3925 27
3430 661 34
454 822 60
4157 4625 29
2252 2887 81
1553 4896 59
3558 4306 46
1681 754 10
4269 1425 21
486 2175 94
849 912 13
4367 2065 38
4981 2857 33
1511 637 21
45 1962 97
195 2617 53
1751 958 2
156 3195 3
1661 3605 80
4876 4807 15
2835 512 89
339 4743 14
4807 3130 92
3664 1689 25
279 4526 34
1911 1066 60
1633 2314 39
4695 683 26
3881 4671 14
4390 1628 68
1783 673 20
2040 1212 88
1326 2981 76
2246 4420 54
717 1508 38
4584 1989 22
4078 3796 10
727 429 52
4264 4452 12
4343 3554 77
1327 1754 51
398 3986 99
1350 4595 68
780 1534 49
1720 4286 36
1493 2772 94
677 1664 21
2596 3717 93
4716 3658 82
3903 4958 36
2306 1186 90
1926 2578 75
174 1454 29
1839 3826 69
1397 2201 11
151 2367 63
3709 1061 19
3434 567 8
2317 3238 68
2993 2031 71
3745 737 46
193 2960 6
2399 4616 47
1148 3682 37
3979 949 32
688 4884 57
1265 1217 22
544 2504 48
3681 2517 57
2144 715 97
2101 2502 5
646 756 70
4133 263 94
4607 4478 17
526 1229 57
2463 4960 42
332 289 47
1060 3115 5
4318 3493 31
208 1134 39
1375 4599 56
710 2865 34
366 1271 89
3322 3432 43
2446 3043 94
4266 3634 46
3734 961 62
2359 4709 11
4542 3376 66
3576 4319 40
2376 3914 8
532 4961 71
3588 1185 52
4105 2839 10
3899 1602 49
2709 4113 1
4436 2248 22
3336 4011 86
967 1368 32
247 3570 97
456 2301 60
4896 1762 8
2986 67 15
2605 4297 77
1450 66 9
3040 122 31
236 3154 92
234 4934 35
4029 3759 96
4663 3105 17
3463 294 13
1053 1848 84
3672 2527 41
1980 541 23
4469 1739 90
715 674 39
801 4522 39
1530 2231 3
3618 2769 80
1118 2712 37
1463 489 93
3938 4370 65
4241 1735 95
4616 3364 47
2158 628 67
2976 60 94
3870 1557 7
4157 3807 12
1604 382 29
812 926 16
1730 2148 40
4716 2518 71
1733 1668 39
3773 3875 62
4461 2747 45
4935 3021 36
188 3569 40
3774 1834 26
2524 953 59
3290 4941 41
690 2385 78
202 686 58
3727 1036 4
3775 1777 34
2345 3888 77
1155 1890 98
1038 4590 88
4723 3854 95
1379 2186 72
2529 3337 23
1932 3821 51
944 3466 35
3668 4609 79
2527 4630 7
1356 4365 20
1142 1082 45
3107 1523 39
2710 167 26
2636 2241 7
3753 2272 73
397 2512 2
3189 999 93
2037 610 60
732 1090 45
570 4718 74
3899 2267 42
4339 1835 38
759 1636 89
1423 1594 70
2259 2114 50
1036 1162 46
1312 678 24
1761 392 43
3371 4680 6
1842 116 91
3471 4139 90
1487 2477 50
2646 2070 54
4157 2223 19
1019 2514 52
4564 1794 53
3261 1924 16
3437 4733 55
3430 1187 99
4231 1172 2
3539 376 67
4592 2687 89
1072 3789 16
109 2465 48
3589 1893 30
1247 4088 50
4818 3940 78
3999 4751 30
1771 4002 67
1648 3662 100
3937 3390 48
2730 494 100
2921 1004 2
999 82 64
229 1094 67
2202 4688 19
781 2396 28
1376 2639 100
3544 1124 91
3169 2827 63
2597 4749 39
4959 3161 14
763 4007 87
1983 4232 34
4042 3708 89
2562 2653 9
1323 509 10
3331 4379 56
727 2473 48
1215 1147 64
3997 936 51
2397 3584 8
2289 3360 10
2877 1952 2
1447 3093 8
336 708 93
3478 2494 53
4181 1859 49
4702 3113 80
217 4069 15
148 4265 28
3700 644 97
2172 39 5
433 1580 18
1075 1171 57
2410 2843 44
2092 2546 66
3062 4832 12
4654 1243 71
4724 757 89
616 4444 84
4329 372 73
3466 2244 13
150 3941 44
2745 4172 10
3182 2388 46
4343 4725 12
1787 1399 88
798 551 6
4287 3352 7
3724 3622 2
4959 3418 89
1288 3780 16
1970 4982 24
643 3 21
855 3457 55
2385 1020 63
4479 4351 66
2192 1925 61
3582 1539 5
2875 1343 14
1972 4199 15
2348 322 66
2084 1570 45
745 3791 80
4178 569 75
563 4345 25
1509 1682 85
4827 2917 16
3184 2893 53
3616 3532 57
2747 1622 16
1937 4922 34
1506 2538 36
1542 818 32
600 1670 87
1420 139 74
4148 4774 72
3725 1614 4
2563 2118 19
3174 2127 74
4833 4305 78
4282 983 74
688 3110 70
3539 3522 21
4905 4356 77
2027 4597 4
500 2692 39
727 4243 48
2836 4933 55
2363 1216 4
4702 3386 81
1428 3883 10
543 1882 59
2153 3260 95
4898 1943 50
3883 3803 46
3567 450 3
3340 712 38
867 693 82
1670 3299 55
1917 2689 8
3193 3740 35
1704 1357 32
2152 4685 71
822 1806 42
54 4430 38
3152 1236 16
2583 3679 31
3128 4846 98
1925 2460 13
2476 2403 39
1976 1297 23
2646 308 51
658 796 25
1881 2676 39
3208 2641 14
1730 1045 17
4686 4598 6
592 484 7
71 78 60
3979 1359 61
4775 1634 77
4001 675 93
3992 650 50
3656 4422 43
4876 3512 79
407 2573 43
3313 2797 11
3097 1411 69
112 2791 20
4867 2643 17
1398 4439 96
490 2599 84
3414 973 67
2423 2922 71
2493 2474 35
1874 3461 97
1645 444 57
1969 1374 2
3282 96 63
2904 3998 60
656 3813 30
4546 831 32
1214 2136 82
3197 719 86
594 3690 39
1828 2774 22
1392 3252 31
3182 1947 56
694 1672 84
3773 2604 88
3130 913 65
4057 3647 30
302 2283 30
1981 4500 38
1142 1029 95
4590 4777 60
2150 3513 29
199 1245 61
2150 3321 52
3498 3086 67
1638 725 9
480 3900 39
314 4087 52
376 2468 74
3160 2326 5
948 4621 79
4105 638 72
622 2950 25
1192 2816 57
4091 2975 59
1245 2553 21
363 3059 28
2559 2393 47
145 2810 70
4933 1731 55
1869 2593 10
1931 1303 88
3429 2734 12
3564 3653 27
2384 1759 34
4811 128 20
153 2738 84
3799 435 21
4608 583 53
697 3915 42
4447 1080 73
4412 1606 85
4325 1407 58
2650 9 94
1954 2206 20
1231 4114 83
4866 3355 18
4586 4224 53
3607 476 11
4629 1166 44
1465 102 12
35 2303 48
4661 2941 57
1707 3835 68
4719 2740 49
713 244 81
3346 3038 11
4170 932 63
