5000 3628
1848 1574 6
757 2021 25
4508 836 1
3825 1329 32
4099 4460 2
261 4076 94
4385 1674 33
1566 1886 72
470 4768 46
3484 4007 3
2530 1480 25
2957 3863 75
826 3384 15
697 2472 76
2570 3674 81
3356 2659 12
2571 3397 67
4804 2522 31
2087 457 72
1150 994 65
4016 4914 6
3940 4705 58
4005 3137 15
2114 1575 71
4923 2773 67
2518 3926 91
1551 2705 14
857 103 14
615 4215 28
945 3013 28
3096 2351 72
4646 3426 8
1919 3806 34
2323 4462 69
1644 565 65
3105 3410 26
3336 2610 64
2472 1702 35
2277 3801 12
2225 2846 2
4851 122 74
664 221 29
2306 350 46
4604 3968 34
1567 823 84
2540 2795 23
2650 2182 4
2866 2927 37
1870 4615 97
4290 2885 92
4354 1952 100
1661 2010 9
3465 1898 30
4599 2726 70
2069 4988 38
3508 34 45
1563 589 47
2029 4798 90
740 3527 64
1444 1841 12
2419 4727 39
4260 3455 75
2993 173 34
1644 1160 22
1096 2727 68
4158 2164 19
287 3501 80
2421 3354 68
2268 2408 12
1146 2785 13
232 1620 91
2747 2082 8
1313 2735 20
442 958 97
825 4809 61
1410 1009 81
1623 1889 67
3149 952 9
2937 4390 86
2640 3052 13
3860 528 97
2539 3359 95
1348 2662 6
2872 4361 36
3381 3973 77
3863 282 5
3550 4756 87
4089 3480 91
3769 116 39
3741 1346 20
2521 2333 98
4389 404 80
1147 3430 42
4269 1239 81
3593 3677 91
3584 4417 76
2221 2724 90
4679 1143 71
3395 1908 61
234 2064 22
1113 3743 97
2603 160 26
2499 4553 51
2361 3076 24
1955 2675 3
2899 2200 12
3656 4617 82
4037 418 30
655 3623 16
31 4529 77
757 3053 74
616 3139 45
4594 4930 89
1063 2591 79
901 1081 51
4461 4114 43
3926 4485 27
1370 1419 41
553 893 10
4412 385 88
1460 598 8
1413 4240 59
3723 973 46
2866 811 50
2703 2404 88
4229 3598 93
2559 1996 47
4875 1609 13
2335 657 49
3730 4422 63
1008 1465 58
2414 2658 7
1852 1621 75
3849 2777 16
1333 1616 65
1698 3522 89
626 1058 31
811 4685 21
4594 2823 74
221 4656 35
3848 2382 41
2647 4908 28
4546 1435 45
1768 987 57
989 2385 40
4306 1646 100
2697 1813 64
601 1447 56
2872 568 29
445 557 56
2922 3360 20
3528 3788 80
982 3841 35
3148 4960 18
184 3937 51
1090 1185 99
2082 2749 73
4873 4383 10
2404 2706 82
2544 1866 62
4115 3409 61
236 3803 24
2315 3167 95
920 3469 81
3963 3802 46
1173 447 56
187 3197 15
1420 3216 5
160 2536 33
707 2810 60
1353 1442 27
3646 3327 29
852 3249 34
2877 3923 44
4572 949 37
189 4463 93
3227 3459 12
2703 3233 72
2702 2279 47
4156 2580 84
2963 4160 69
2420 2429 26
4432 1830 46
1106 4091 78
2374 2589 87
4145 3891 93
2352 1703 43
4858 2433 88
151 3323 92
3849 1295 88
2170 501 60
2424 201 72
2355 168 84
194 3987 35
447 4719 66
3459 1493 97
448 1829 74
2082 909 63
1848 1320 92
4235 1694 70
4800 172 33
444 962 31
4311 382 6
1147 3463 32
79 4742 39
557 1042 90
1621 3537 51
1898 4165 47
4839 4746 85
912 3604 4
1738 1931 25
4809 734 45
3979 3599 66
1313 2327 47
2130 114 53
3990 1585 3
3746 3671 73
3833 3358 58
341 327 38
3013 1000 41
3280 3813 42
2155 4199 23
3362 2619 43
374 3078 70
109 3886 17
3012 3168 18
2082 3177 9
763 3135 13
3610 443 30
933 3164 3
4091 1189 10
1164 541 72
4675 1910 86
2300 1966 23
3254 821 6
1889 3377 89
1758 3640 80
488 1697 99
3242 3114 26
211 1459 65
3528 2449 11
641 4982 98
4878 2914 39
60 1095 96
3112 2848 88
4678 580 61
3168 1918 45
3057 865 93
3735 1118 14
4156 1762 42
2625 5000 17
3150 4869 13
2389 2912 45
4994 2049 14
4091 3902 80
4099 478 20
2189 768 98
2126 4886 93
1154 1408 1
2587 971 6
1149 2008 79
4966 2412 74
876 708 88
1451 2469 63
4187 1757 92
3584 307 28
2823 3116 88
3479 2564 70
741 1719 70
3048 645 83
4678 2854 34
3054 3815 4
1670 4153 11
1926 1519 62
3350 1626 64
3825 303 23
2810 516 8
3410 3091 9
3407 4118 20
4538 542 50
3215 583 12
3073 4068 99
2130 1580 97
4857 4003 64
3390 3581 32
4229 4822 6
4288 2093 10
4095 1110 27
2355 566 44
4511 4624 97
4447 1837 53
1874 2280 22
4447 4382 39
1051 2199 65
1427 3638 78
405 3872 99
4807 2051 89
2472 4268 40
1566 1355 31
3476 2985 73
863 1502 53
1325 993 33
2300 2101 55
4397 4552 37
2282 2416 39
4301 1568 37
1718 774 19
2448 1781 57
4260 1854 73
3154 3499 72
1597 1640 91
2355 2888 14
1033 3068 94
3724 4466 71
3408 4584 62
1633 537 86
2778 1695 14
3582 1029 91
1143 4386 5
694 4558 47
4087 4663 99
4181 564 90
2749 3824 14
2891 4830 90
1421 2465 58
3139 4135 41
1479 1100 48
3631 1772 84
3553 2196 54
142 2188 6
3078 3823 95
538 33 4
622 878 68
2408 4723 86
3914 4408 46
3914 1860 47
3846 786 37
2660 2056 51
3529 858 51
1781 3240 18
3897 4436 57
2809 3261 8
4241 155 25
225 4990 35
1469 2840 35
2464 2226 35
4752 255 81
1479 764 76
1942 4669 63
109 2115 60
1675 3934 81
2080 4327 6
1813 4056 79
1385 1237 57
4432 1445 67
1377 1850 73
1315 1121 52
4240 4358 99
1548 4250 32
2530 4948 87
4091 2593 8
3760 3595 27
2291 4801 5
3545 1144 21
3046 1167 69
3941 1565 100
4226 1310 6
4724 3669 89
612 4051 87
812 1696 11
62 1187 26
4573 49 70
4937 182 5
3066 1558 5
4463 1393 61
3601 1710 62
114 4285 33
858 2532 97
3335 2527 78
526 2139 27
2848 3456 93
2054 112 18
2064 4569 1
3057 2828 10
2885 4191 77
161 1752 14
4088 181 74
547 2454 95
2605 2185 47
189 2893 35
4768 1255 33
792 3055 16
1844 3026 68
563 3198 38
2926 3363 57
2912 4142 12
1219 2266 32
753 2528 64
1429 3493 23
894 4128 99
1929 3997 82
3840 1004 93
4913 4437 89
2891 3694 88
3803 3466 4
3677 2391 34
3541 2174 71
4663 3325 46
4553 4380 79
840 2466 8
526 153 9
2593 678 14
2420 2661 8
3427 941 90
765 1977 85
3497 3805 42
1752 4788 7
510 4430 42
1225 1706 95
4357 4864 62
4260 1859 14
1935 35 65
1164 3608 70
3597 2233 56
3194 1495 79
3310 2450 51
3874 1017 6
3997 3155 71
1016 1821 22
1454 2486 4
4870 3700 78
1938 672 52
3164 3321 59
3928 3799 48
135 483 31
2912 2127 88
1777 3174 54
1189 4940 89
2856 144 92
2857 3247 85
2110 3491 65
193 1220 79
2188 2738 66
2723 2354 53
4682 1238 32
2935 3726 84
3710 1744 79
2671 3565 71
1078 4257 71
1942 66 3
3146 2714 1
1905 1867 9
1387 4983 4
3091 3910 12
2029 2557 77
52 2001 35
2309 2395 69
4448 3437 54
359 1720 52
3751 3417 54
2791 4367 63
4875 312 54
321 3037 73
4975 293 91
4261 845 30
2331 1158 89
4182 164 32
3801 3576 36
1981 4489 22
173 3809 89
1762 3267 74
1000 4490 49
2262 2377 61
240 3847 21
2976 1550 91
1552 4481 3
1944 2517 69
678 4745 49
480 3256 69
2749 1500 50
103 2254 71
2412 2074 88
1519 4321 38
1811 4205 33
1738 1013 95
3734 4059 90
3847 702 23
1699 426 34
1270 1838 69
4292 3619 38
2511 465 9
907 1517 2
2056 82 2
3529 2443 29
3620 354 26
4900 1576 72
811 2500 55
4134 4053 3
128 4021 38
2838 1653 88
4617 3312 75
483 772 73
3631 1657 96
2395 4330 99
3828 262 59
1123 4773 60
504 3785 49
860 1082 29
1755 415 2
928 4786 75
2738 1964 78
2767 45 40
107 2257 56
940 3617 78
1516 3837 81
2692 509 56
4145 4143 52
4285 1398 49
2182 4528 9
4679 334 82
1033 4732 94
4250 1117 83
2351 3471 33
4944 2415 4
4784 3998 99
566 2873 100
3846 4805 43
3664 3708 32
427 2386 62
516 406 15
3317 4847 42
2604 4140 99
2930 1328 34
338 2663 67
4654 3376 73
2461 3955 26
4226 377 60
1755 2884 46
807 574 61
3936 1001 29
2522 3851 35
1776 1114 11
3364 4284 45
2272 4680 87
4005 3577 78
2489 4525 39
2638 1226 17
1493 3952 28
1532 4697 31
973 2613 46
1783 2790 18
3161 2178 68
4174 4614 6
3168 346 53
4654 4657 22
969 3780 80
4091 4806 3
657 3502 17
838 2407 69
1168 1732 24
3934 2168 73
1215 4013 47
3999 495 19
1459 4203 55
3158 3042 30
224 1525 19
3438 3930 85
3640 4414 92
175 2713 35
4379 1120 45
3046 837 76
1525 2784 6
1587 4391 17
1835 1900 37
4037 1491 57
833 2630 23
1580 202 63
4487 491 12
3117 1604 42
4192 3945 57
3239 1208 64
1354 3300 51
128 4549 28
936 4084 57
3785 1979 78
4647 1052 85
3165 1137 7
4432 1825 12
1158 1782 78
1908 905 46
678 2085 87
988 964 73
193 2965 69
1869 472 86
4743 1526 48
1163 1805 70
133 2900 7
332 2871 34
422 1787 21
325 955 25
570 2387 99
2150 1085 73
3809 2903 25
3354 1536 16
2663 4588 94
3253 1139 12
2519 2162 69
1099 820 69
1189 4924 10
4095 1450 59
4331 2999 37
2640 2813 33
2165 572 73
2430 411 52
747 3514 7
4580 4062 83
4930 1883 6
2037 4674 47
4460 3070 89
950 1456 49
214 3974 85
418 213 15
2517 4570 68
4746 474 99
243 3404 13
831 3385 98
1136 4547 23
3722 1579 61
4793 2636 35
1209 4019 67
290 3341 24
1012 22 88
740 886 89
4259 3786 3
3886 1352 36
451 4894 55
3624 2393 71
1895 954 50
1715 4651 98
625 3521 92
4323 24 23
839 2413 63
2074 795 48
1303 1876 94
66 2657 100
4069 2211 57
2166 3186 73
3572 2192 54
1220 849 43
3851 4667 97
2587 519 96
3375 2297 98
1091 1268 74
4698 2236 25
569 3715 17
4149 2240 33
1517 3263 72
4352 4392 64
4859 1865 73
3273 731 9
1504 1071 22
2846 19 58
3242 1882 1
2404 1280 3
2599 897 10
1876 3246 30
2277 4766 12
1460 4332 83
3860 4792 15
4239 4713 40
2152 2743 59
1828 4303 3
1015 1823 44
1365 2270 53
4851 2526 50
2404 2786 16
3290 3272 47
2290 1885 76
2033 4170 81
2554 3714 60
3794 3394 12
4030 1418 64
4239 3958 37
1532 13 4
3664 4320 31
813 2733 51
3338 2594 42
3762 3018 51
3227 4429 64
3579 2247 53
2133 618 77
2518 4470 7
1869 2136 59
3060 104 1
2950 1222 36
2353 1466 9
2120 383 4
2772 3132 16
4157 3932 75
4516 1066 60
208 2883 86
4221 3519 30
4743 1212 6
1959 659 25
89 762 61
2439 1961 70
816 1582 2
878 3748 92
1777 1298 80
379 3523 87
4091 4824 75
3466 460 78
451 2515 4
2603 230 77
2055 3893 50
167 2548 53
3444 3372 38
316 1788 68
4894 2818 79
1051 2966 57
2834 884 88
3186 2981 20
2620 552 14
1029 1843 24
921 2105 84
1816 1506 95
4030 3030 23
1924 4648 46
1435 1963 18
1356 1145 65
1910 4426 11
1930 4950 94
4297 1181 50
2758 1950 63
82 3665 41
3114 1917 28
4599 2455 28
4089 4530 76
2428 594 75
2249 2125 60
4037 1817 47
3487 3418 98
2522 4901 30
2913 4262 46
3614 95 43
4556 3888 48
592 2253 68
3254 1824 73
4555 1601 55
4343 2048 99
4160 2751 44
1170 1349 87
991 619 45
2925 1780 34
1808 4336 3
3440 4027 42
1044 3883 59
3607 3875 89
740 3237 57
1914 3432 58
4839 1218 93
4014 3087 88
2479 2063 61
2289 1089 12
3019 3403 21
1588 3881 50
1724 4472 1
241 4660 16
4687 3668 63
4426 3368 95
671 4126 37
1627 3250 20
2856 1802 12
2879 384 55
3733 1969 72
548 2510 54
2080 2995 27
4526 3086 1
3973 1875 20
4069 1011 43
3581 2973 51
4539 2334 12
4581 2719 8
3390 2067 53
1427 999 5
1728 3193 96
1965 2259 53
2196 4627 54
4187 4523 56
24 1679 96
4257 1796 73
3560 1287 16
993 2434 21
4561 81 35
3946 1688 30
4330 2135 64
1255 2370 91
2793 1312 76
847 352 99
2107 4206 76
1838 3853 45
4617 3006 42
3777 253 97
416 4939 27
1536 2078 11
3534 3226 48
2129 4483 64
3823 2103 87
3668 1262 56
1636 3313 92
2151 1434 54
2671 1265 28
2543 2357 45
2206 393 25
2008 1471 6
1066 662 95
2913 2789 84
3815 4231 87
3302 3113 78
1569 3962 37
4669 363 30
3055 4425 82
415 507 70
4684 30 61
451 3431 99
91 1630 64
936 3169 34
3378 1662 21
893 131 54
823 2748 53
1841 1156 59
737 1520 43
2605 3107 26
2472 2311 42
3054 317 38
4900 4562 33
2352 249 66
1672 4434 88
2478 297 3
4292 3442 100
1875 2121 91
4359 3411 97
3242 2337 51
4789 3067 63
4929 730 87
1816 217 85
3267 67 59
2115 2081 66
3223 2867 22
3122 1971 95
213 2050 76
3076 2089 20
4352 750 12
3703 1213 62
4037 4726 36
837 2740 16
4114 4734 15
2856 3585 16
1966 3294 79
4293 2541 22
2037 4184 100
774 258 32
2543 512 44
2954 2642 38
3436 1784 7
612 3753 97
2844 992 2
2885 3942 8
804 4714 8
325 696 36
2218 2034 47
2385 4040 4
1017 227 56
2758 4031 89
658 2677 6
405 3569 85
3094 4993 26
4727 2794 37
4553 4741 8
502 1028 49
475 4622 29
3891 2328 24
1830 2344 67
2448 2946 64
572 3464 97
178 1729 55
2300 998 22
4149 2895 72
423 2367 22
2825 2942 81
1913 1976 27
1720 3772 36
612 3812 41
3809 895 11
2296 2905 33
4033 3478 44
1570 793 24
4726 126 30
1938 4731 91
3656 4520 19
3533 649 87
3943 2839 16
5 2062 10
2571 4578 75
552 850 35
877 2715 70
1622 3075 31
4687 4387 59
300 4467 87
2555 97 4
4555 2835 21
2353 2132 52
3377 4957 90
4017 237 34
3250 2770 4
3381 4517 70
2233 1010 25
482 3894 84
3340 1970 75
2962 2095 46
2640 1745 44
4181 239 83
1622 576 73
4631 2919 82
2514 4775 66
2342 4897 76
1830 2820 53
2638 4147 80
2751 4318 56
4735 2467 55
1702 2882 34
2228 1183 47
4882 430 23
385 675 43
4134 3369 6
1494 3564 85
97 2833 29
684 1318 61
4288 2340 83
4027 942 49
3124 4828 51
3354 3580 3
1292 555 13
1734 924 85
3372 119 71
2738 4319 41
3436 3822 89
321 2263 64
2449 1932 78
4394 2971 92
4609 3009 5
4788 3744 97
4802 1676 68
422 4446 68
323 2098 13
4918 1200 5
3017 596 78
526 3196 90
2023 3297 70
4401 1958 81
1397 2800 80
2592 4790 98
1942 2181 52
1487 1129 5
2937 1261 50
812 4874 51
737 3629 60
4544 1024 50
1093 2372 31
4447 2096 85
3452 822 34
29 3221 37
3516 1537 66
2933 2131 4
2120 3266 77
1710 4543 39
2045 2106 22
3029 4415 67
2057 3859 97
240 2399 86
3207 140 55
3566 4308 98
4964 2924 58
5 154 52
2480 3192 59
4095 2513 43
3186 1655 82
3175 4202 23
2838 408 35
3026 799 52
4379 264 39
4770 3099 18
1748 545 38
955 4453 53
4801 4362 48
4767 4502 3
3410 1751 35
4297 890 28
865 4421 33
838 3089 93
3614 2031 1
2408 3901 56
2795 3387 54
682 653 66
1930 1086 75
4578 3548 98
3890 3274 9
1348 3001 82
3902 613 49
208 206 45
4314 2567 7
1237 2458 70
4566 1651 27
3630 238 46
2408 353 80
3584 1026 12
21 4592 4
3838 3486 81
128 4866 32
4201 4921 48
4787 2870 96
2971 1407 56
3874 2691 7
1848 4840 60
2557 113 30
2828 957 34
412 4109 66
3569 3543 33
1823 2447 14
2408 117 100
3691 4571 93
4505 3526 73
4842 1750 54
4511 3473 50
3430 2886 37
330 3260 75
4957 2709 36
3373 1656 17
1781 1409 12
2199 3880 17
3913 2542 12
1977 6 19
1365 9 16
852 4080 97
4584 3877 70
4919 1384 86
4533 1999 71
4362 864 66
3769 2849 97
1251 3518 36
21 1879 17
1017 3389 48
4859 76 30
3916 4444 89
978 2293 55
1169 1126 2
3389 1056 3
3387 554 91
3011 3004 98
3611 1832 38
3849 4294 71
2951 3618 21
1300 4475 77
2777 4491 54
3046 2137 72
35 298 15
1542 2294 74
1984 1249 17
4028 4632 77
42 1607 42
4200 2215 78
227 4058 26
4770 3257 71
180 1274 78
1306 3077 44
1563 2664 63
187 85 5
848 4776 1
2385 4138 30
4206 3201 46
1840 4253 100
4420 4168 67
4776 4607 56
628 2961 50
1355 1793 99
1929 3462 40
2042 4280 35
4171 1205 82
3863 854 66
686 1037 90
3226 2824 87
636 4433 22
578 843 9
1724 4204 79
1955 1691 58
1076 4000 37
2185 724 81
4679 2644 63
1394 1736 91
2478 231 53
1219 2949 67
2447 3868 34
4526 2972 82
650 3645 69
4382 2970 9
3502 722 85
2863 4300 70
3594 1595 7
305 3964 87
4243 4829 37
580 651 61
3051 73 88
3983 4251 8
1299 3332 70
167 4933 8
4497 2281 22
3715 4198 12
1657 3365 14
4826 1186 57
1875 1878 60
2627 1584 98
1133 775 15
1934 425 8
1091 3616 20
3584 1583 10
2935 575 14
1840 2005 45
3937 274 93
520 620 39
384 3578 2
2056 4393 76
1889 1978 40
3998 1760 15
4231 4906 10
2965 324 90
4003 2364 19
2697 3950 51
981 348 61
3697 4862 100
1264 431 77
2247 98 57
4088 523 66
3351 4577 43
3379 2474 10
2640 92 87
3740 2091 85
4303 4081 90
2584 3141 51
4666 2264 60
154 3776 58
2980 1301 29
4405 121 91
1237 343 49
2229 461 84
1154 3396 36
304 1730 93
953 704 23
3650 2678 92
2895 436 9
2358 3861 91
3313 229 56
2127 1904 62
315 915 40
1852 3954 42
470 1178 75
1736 3720 97
4204 914 71
957 4164 40
2708 2581 87
4331 726 80
478 1833 71
2286 1402 39
1782 3978 71
945 3386 42
602 3758 11
3930 3128 16
3231 1266 34
280 2292 70
1644 2556 6
390 3475 13
4796 419 4
1261 590 74
2338 1827 76
3723 1608 30
1406 4972 67
4938 2459 55
4359 3016 23
2246 3648 94
4746 1684 100
1400 2154 89
1306 2396 100
387 3602 89
1768 4180 21
3610 1899 94
217 3182 93
3165 4915 16
2181 932 68
1662 2776 84
708 2797 36
4284 4186 7
4013 2648 76
2472 4141 34
1150 923 89
2536 4103 48
4394 3027 57
4014 1403 72
2662 1524 81
4787 3211 40
3694 70 74
3644 1792 12
2837 4671 3
753 200 90
1773 1881 76
3239 4004 3
2048 674 87
2708 1723 47
514 3947 23
707 1003 55
2972 714 59
3886 3391 27
3221 2687 25
2726 4048 30
777 3513 99
1190 1856 28
1621 4355 3
1864 375 68
1017 4598 90
4948 2401 82
4499 4690 83
238 289 45
1599 3766 24
4057 4291 3
2809 1990 6
3985 4962 17
2406 2769 83
4800 703 39
2958 2441 32
2489 755 80
320 3405 64
914 1474 24
1073 2325 86
1211 4522 64
4169 4739 44
1275 2932 27
772 2241 99
21 889 67
2171 3236 33
4214 4431 97
4731 663 1
1553 1446 49
3076 3960 77
4283 2438 28
4207 1798 3
4063 1488 62
3013 970 13
4923 1130 51
339 1374 87
2431 2535 36
2656 2646 59
3122 3326 19
2042 4757 32
2405 2394 55
3338 44 81
3522 4852 56
893 2836 66
3411 463 72
4171 4127 89
4434 3370 85
1551 3039 62
2249 2782 30
2453 4346 57
1092 2796 74
2448 4706 87
1143 3131 63
2451 4133 4
567 3666 48
698 4070 10
2306 2917 87
1488 1484 80
753 817 39
4087 3538 98
151 1084 21
3055 2710 78
971 4256 23
3851 3133 77
1121 4092 71
2514 4132 64
960 1231 32
4530 3855 58
4881 1152 21
70 3551 20
1844 1721 14
344 365 100
641 1180 11
1333 2987 75
4899 2568 64
4229 3842 57
4714 946 79
227 299 100
602 2553 98
2541 4537 24
1348 4102 82
4417 966 43
4764 869 11
1730 4010 15
2464 392 72
3338 87 78
4142 1111 54
1885 1161 23
1176 916 71
2658 192 32
348 2409 68
2458 2169 55
4870 4744 22
178 248 51
3848 4668 8
2206 1230 97
3452 2643 52
952 4780 65
2034 1476 64
3323 3406 15
1436 4372 97
2835 1363 50
575 1991 94
2377 3178 8
567 3678 69
2983 3921 35
3196 4469 21
1000 808 93
71 1087 71
2127 1759 27
4207 3561 32
2010 4032 18
3450 899 23
4215 3100 57
767 2998 39
1490 1048 5
545 1714 6
1026 1779 43
1723 4691 79
2705 277 13
3521 1022 87
4570 1797 31
2027 3144 60
316 593 57
2738 4665 35
1828 3784 29
3658 4152 56
661 798 45
3607 3542 82
2587 3303 30
266 3814 72
4533 872 5
1058 4835 17
1864 497 3
1363 776 48
2448 3092 44
1016 3034 29
3497 4237 92
1979 4791 56
3332 3742 96
2916 3159 47
1016 1122 35
4732 4751 22
1459 108 68
3108 3662 71
1082 1731 16
2693 4943 86
3146 3637 96
2802 409 85
2972 3284 44
1550 881 48
1744 1273 80
70 2446 67
1033 4515 65
3146 2411 29
1620 3085 81
6 1201 41
3464 1116 10
4070 2384 29
3487 291 8
2370 4179 69
3820 3967 17
1459 3641 15
663 518 45
1313 1107 50
599 4708 64
2327 2481 43
1606 1361 40
465 635 6
3966 362 12
4830 3208 28
3256 3126 32
1157 4183 2
2521 2827 4
2208 1271 71
290 2343 74
2355 4451 100
2910 935 56
1379 3045 90
1225 2261 82
425 4479 39
175 2582 75
393 2375 15
3381 329 21
4300 902 26
3932 642 23
2769 4819 75
2337 584 81
3166 873 60
3850 2283 87
71 3764 77
514 785 2
4440 3562 73
2608 3503 72
3158 1481 81
3952 32 15
3199 634 86
3233 4486 56
3941 4286 8
3826 2617 15
3428 4605 99
4430 4363 80
399 3109 74
1550 4893 58
3251 1658 57
2693 3511 79
2778 367 84
3708 4406 19
3182 806 19
2713 235 20
2526 2330 14
3891 3088 57
4004 2585 70
408 4969 92
2428 1727 54
1304 4625 21
2893 1561 21
1068 395 49
4200 4811 28
3698 1254 50
389 1411 14
4211 505 81
328 3685 4
2013 2652 28
2671 2578 68
1119 1613 62
3448 3232 69
1222 3535 29
4192 4496 19
4422 2227 71
1145 2505 50
3858 2425 13
3403 2273 55
3563 1194 74
3707 830 16
4172 1378 27
4283 204 68
4357 4196 83
3813 2485 1
3321 1861 9
1163 2670 51
755 2616 3
3131 3296 17
3029 2654 28
1139 2801 15
4154 4818 29
1609 3627 52
3091 2666 40
4724 3031 30
4890 4105 36
3136 1956 87
1413 2307 30
4943 1507 93
1762 2967 48
1227 761 40
908 882 48
3284 2004 12
131 2278 21
1311 3761 83
4089 57 24
4632 1589 44
4306 4375 8
4526 2811 4
3687 3504 2
2863 2523 87
2805 2862 99
825 2346 25
3377 3684 18
2427 1101 57
2749 1571 41
4311 1305 1
164 4454 3
592 2392 55
3442 2113 27
1909 4043 64
3916 1915 12
56 428 12
1718 796 18
3794 4557 18
379 1888 92
1852 1847 18
3427 455 39
2449 1282 71
1710 163 73
3654 853 53
3313 2437 7
1420 2347 34
4665 3633 54
2279 605 38
1834 980 19
4719 2566 47
1236 3857 80
1073 2044 51
2034 591 79
1306 1335 67
2361 4341 69
4998 4629 94
2313 3547 98
2228 3090 60
1500 4435 50
2961 1592 23
4943 4576 77
4348 4096 41
3847 3768 78
2368 4905 22
2196 4282 9
3207 4928 16
2027 3557 54
4344 3747 3
395 3262 7
2489 4693 17
4204 12 67
3541 1749 39
2416 709 9
3128 611 27
2889 223 79
953 100 25
4003 4151 80
1437 1513 17
3885 4567 34
4095 629 30
1620 2997 80
3940 3143 9
2875 2173 74
3719 606 19
3227 1193 35
3955 1067 78
96 4452 52
850 4064 10
418 1572 21
3849 148 48
2240 169 73
3501 3371 97
4133 2341 96
2700 2047 39
216 2201 38
3760 3064 58
3336 2088 29
4064 1668 22
1835 4173 68
4179 3603 8
2060 3014 88
370 3695 37
2852 4681 94
4298 4963 39
2209 2350 100
3801 4312 91
1525 984 13
4842 2780 26
1679 3896 96
2127 279 16
2433 145 88
3409 254 51
1904 4633 21
2273 1179 74
3700 2490 72
800 701 76
4170 3622 79
1551 2845 20
3351 110 80
83 4985 47
3548 4891 42
3819 2332 62
3166 308 80
1919 4459 18
747 1906 42
3415 4060 31
3822 4634 82
3073 4750 89
2221 335 31
3135 1134 27
1001 4296 14
3236 2760 48
4367 4441 94
3370 3282 70
328 4779 48
1055 779 63
4710 3224 11
1387 1245 82
2280 742 90
3645 3892 28
1418 1390 2
843 3093 50
2174 2799 84
2971 2371 37
1047 4564 45
1212 1032 74
4275 1638 28
3456 4302 59
2625 1221 76
2687 413 2
3772 834 25
4149 3134 2
2272 477 56
1695 3172 73
513 2597 61
2544 1766 5
4294 1677 43
3723 3696 76
4617 2007 7
3142 205 48
2167 2184 80
4232 3976 73
4138 1598 83
110 939 8
774 3314 53
4340 4846 74
2885 3268 25
2904 931 51
3883 4922 74
3262 4123 45
3227 2302 45
2625 788 62
3540 1666 97
4790 2440 46
31 2881 89
2310 2923 76
3397 4958 17
4172 466 91
4043 2038 22
2025 4471 17
2868 203 25
1551 1892 56
3144 1509 9
2427 2672 16
3479 2858 3
1825 2547 95
4014 3925 82
4222 4273 8
3268 3081 16
862 4863 17
4770 366 76
3267 398 79
1825 3876 91
1873 4984 27
1524 2516 49
1494 1605 69
2778 2689 17
4941 3642 54
1657 4258 12
522 2148 1
1031 4542 11
4708 4550 27
3850 4038 90
3712 4376 61
2377 1288 91
4556 1060 93
2443 677 29
3861 2410 31
3024 1391 33
1838 1894 8
1219 1423 90
3172 2476 54
419 2565 85
261 3951 97
1456 2977 94
3476 1992 23
140 4904 63
2448 3320 52
280 3699 94
338 1477 57
1895 4970 66
3139 4832 66
4975 4455 100
3952 3559 37
334 1853 73
3619 3153 27
4194 397 15
2977 4364 11
1612 3488 52
234 3160 81
2521 1040 13
324 1184 67
2575 3596 29
4912 3468 9
4829 2939 54
2194 4827 10
2619 1462 92
4166 4658 13
4793 1681 100
876 3765 59
458 3605 90
2921 4423 38
4830 2855 34
4538 1223 90
3674 2757 27
325 1302 53
1028 4129 2
3872 2177 40
2609 319 63
3164 3433 20
3528 2232 32
2450 2560 19
4311 3460 1
466 2426 25
4552 2679 36
3160 4953 90
3629 968 12
3351 1083 47
2511 4249 77
4819 4774 44
1345 4209 16
4750 185 93
2849 4715 88
1828 3592 27
3183 3145 28
194 4411 80
3201 758 56
1644 1887 67
981 3709 47
1 2100 67
3525 1018 82
2184 2230 88
3660 1756 88
4350 4093 50
1832 3241 23
617 2816 29
426 4213 62
3271 80 5
2505 3779 13
3430 4025 21
4256 3628 89
4570 4700 96
3272 247 19
3727 2379 89
2002 4861 88
194 1986 55
3665 3783 29
990 2549 48
4406 250 79
775 3583 31
2791 3969 10
1445 2707 28
3137 4195 87
4972 1350 42
732 1127 45
3207 4413 39
2121 3245 96
4798 272 58
3224 1560 36
155 1368 69
4874 4610 40
767 4272 32
4755 1376 84
1824 3612 38
1607 484 44
1544 746 34
144 434 28
1485 4643 91
1056 4952 33
3709 3621 44
2690 432 42
1743 2843 50
1829 2245 87
1109 4951 45
3160 3035 74
2239 4763 8
3280 4295 66
4307 4507 21
4615 1897 85
2581 3293 73
2845 3790 9
3592 3555 58
4780 1983 27
3390 2771 75
4197 2016 67
1831 1916 100
3035 2497 87
1687 778 45
4043 4189 47
2719 3904 48
1227 4509 14
1613 2422 7
1676 3104 37
3241 1974 50
3452 525 81
3366 3467 72
3271 670 59
4708 1839 19
4870 751 26
3913 4644 40
1868 690 76
969 191 48
1376 326 62
2222 2210 28
4572 1049 2
3482 3643 87
4145 2043 39
817 609 23
3883 4396 8
4456 4220 61
1538 4369 21
3160 2471 99
2209 2699 15
3240 2158 28
2209 4910 50
974 4626 91
2723 2762 22
3059 1564 96
2452 1290 72
1980 975 56
2395 3115 20
3426 1540 70
4654 754 69
4143 3919 33
323 3676 8
2174 529 11
766 4190 83
4052 102 32
4198 4821 21
1999 4652 92
1170 805 77
2724 1518 74
3758 4085 53
